Suite,Sample,Pluton,Author,SiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,Loi+,H2O,Total,Cr,Ni,Co,Sc,V,Cu,Pb,Zn,Cd,Sn,W,Mo,As,Rb,Cs,Ba,Sr,Ga,Ta,Nb,Hf,Zr,Y,Th,U,Be,Ag,Au,Bi,Cd,Hg,Sb,Se,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,ETR
PHKCalcAlk,JC-23-05-11 GP,Serra de Joao do Vale,[7],63.7,16.5,5.27,4.74,0.06,1.07,3.69,4.78,2.82,0.82,0.26,0.55,,99.61,15,5,13,5,39,13,24,67,<0.5,3.3,1.2,2,<5,110,4.02,576,339,24.7,1.2,24.9,8.98,345,23.6,33.5,5.15,,<0.5,,,<0.5,,,,,,,,,,,,,,,,,,
PHKCalcAlk,JC-23-05-12 GP,Serra de Joao do Vale,[7],69.9,15.15,3.67,3.3,0.04,0.59,1.9,3.66,5.13,0.46,0.08,0.61,,101.34,49,2,7,4,23,7,20,55,<0.5,2.4,3.2,2,<5,164.5,3.73,932,233,27.5,1.7,22.1,6.47,258,30.4,22,2.63,,<0.5,,,<0.5,,,,,,,,,,,,,,,,,,
PHKCalcAlk,JC-26-01B,Serra de Joao do Vale,[7],78.1,12.85,0.92,0.83,0.03,0.15,1.22,3.11,4.66,0.08,0.02,0.62,,101.8,10,1,1,2,6,2,50,23,<0.5,4,1,<1,<5,196.5,3.05,277,103.5,19.6,0.9,9.6,3.2,74,69.9,26.7,20.8,,<0.5,,,<0.5,,,,,,,,,,,,,,,,,,
PHKCalcAlk,KSR2,Sao Rafael,[15],70.4,15.6,1.58,1.42,0.02,0.6,2.9,5.8,1.9,0.24,0.09,0.82,,99.95,,,,,,,,,,,,,,47,,1040,10,,,36,,160,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,KSR3,Sao Rafael,[15],68.8,15.4,2.43,2.19,0.04,1,2.7,5.5,2.5,0.23,0.13,0.71,,99.44,,,,,,,,,,,,,,47,,1130,660,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,KSR4,Sao Rafael,[15],70.4,14.2,2.44,2.2,0.03,1.3,2.8,5.2,2.3,0.31,0.12,0.67,,99.77,,,,,,,,,,,,,,58,,1290,860,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,KSR5,Sao Rafael,[15],69.4,14.5,2.7,2.43,0.03,1.3,2.9,5.7,2.4,0.32,0.14,0.71,,100.1,,,,,,,,,,,,,,42,,1280,820,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,KSR7,Sao Rafael,[15],71.7,14.5,1.68,1.51,0.03,0.52,2.1,5.6,3,0.18,0.08,0.76,,100.15,,,,,,,,,,,,,,75,,1190,810,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,KSR8,Sao Rafael,[15],71.4,14.2,2.25,2.02,0.03,0.8,2.4,4.8,2.9,0.28,0.11,,,99.17,,,,,,,,,,,,,,60,,1340,760,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,KSR9,Sao Rafael,[15],69.5,15.1,2.24,2.02,0.03,1.2,2.7,5.8,2.3,0.29,0.11,,,99.27,,,,,,,,,,,,,,49,,1270,920,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,KSR10,Sao Rafael,[15],68.4,16,1.66,1.49,0.04,1,2.4,6,2.8,0.2,0.11,,,98.61,,,,,,,,,,,,,,58,,1190,710,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,KSR11,Sao Rafael,[15],69.3,15.9,1.59,1.43,0.02,0.82,2.8,5.9,2.2,0.18,0.1,,,98.81,,,,,,,,,,,,,,39,,1220,510,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,KSR13,Sao Rafael,[15],69.7,15.1,1.91,1.72,0.04,1.1,2.2,4.9,2.4,0.22,0.16,,,97.73,,,,,,,,,,,,,,74,,1620,610,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,KSR29,Sao Rafael,[15],71.06,14.87,2.04,1.84,0.03,1.05,2.33,4.34,3.08,0.26,0.1,,,99.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,J-26A,Barcelona,[4],65.6,18.98,2.26,2.03,0.03,1.02,5.47,5.5,2.08,0.47,0.22,0.46,,102.09,,,,,19,,,,,,,,,264,,400,110,16,,9,,148,11,29,,,,,,,,,,40.53,79.11,,27.16,5,0.71,3.93,,2.1,,0.97,,0.83,0.21,160.55
EHKCalcAlk,J-24C,Barcelona,[4],65.17,17.07,3.8,3.42,0.04,1.36,4.35,4.9,2.65,0.68,0.23,0.43,,100.68,,,,,40,,,,,,,,,352,,651,164,22,,19,,212,31,42,,,,,,,,,,102.74,199.53,,68.56,11.84,1.15,8.74,,5.41,,2.5,,1.93,0.32,402.72
EHKCalcAlk,DSR25,Sao Rafael,[15],71.99,15.18,1.5,1.35,0.03,0.65,2.47,4.55,2.51,0.18,0.05,,,99.11,,30,71,5,12,35,,40,,,,,,335,,589,160,50,,22,,149,10,41,,,,,,,,,,59.73,108.37,,33.78,5.75,0.79,3.92,,1.93,,0.88,,0.67,0.12,215.94
EHKCalcAlk,DSR28,Sao Rafael,[15],72.8,14.95,1.4,1.26,0.02,0.55,2.3,4.25,2.55,0.19,0.07,,,99.08,,7,104,6,17,18,,38,,,,,,319,,859,217,19,,20,,315,34,42,,,,,,,,,,111.62,218.72,,68.41,11.53,1.57,8.9,,5.48,,2.95,,2.64,0.41,432.23
EHKCalcAlk,DSR26,Sao Rafael,[15],70.56,15.79,1.75,1.57,0.02,0.63,2.55,4.41,2.77,0.22,0.07,,,98.77,,18,47,1,23,71,,42,,,,,,176,,,296,,,13,,212,9,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,DSR20,Sao Rafael,[15],72.62,14.97,1.38,1.24,0.02,0.48,2.03,4.36,3.22,0.17,0.05,,,99.3,,36,101,5,27,40,,33,,,,,,330,,,62,,,26,,115,8,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,MH-95,Japi,[13],66.73,16.31,2.73,2.46,0.03,0.83,3.86,3.88,3.09,0.51,0.13,1.03,0.08,99.21,,6.3,,1.9,39.5,,,,,,,,,235,,,181,,,29,,124,15,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,MH-53,Japi,[13],67.81,16.61,2.75,2.47,0.03,0.98,3.69,3.87,3.11,0.46,0.14,0.5,0.14,100.09,,7.3,,1.5,43.5,,,,,,,,,311,,636,178,19,,16,,170,17,29,,,,,,,,,,58.14,107.12,,34.36,5.98,0.89,5.09,,2.92,,1.33,,1.09,0.14,217.06
EHKCalcAlk,RC-101,Barcelona,[4],61.8,16.7,5.6,5.04,0.06,2.1,4.4,4.1,3.3,0.97,0.35,0.93,,100.31,,,,,59,,,,,,,,,192,,639,145,18,,4,,150,7,21,,,,,,,,,,47.89,91.69,,30.55,4.96,1.02,3.79,,1.55,,0.74,,0.57,0.12,182.88
EHKCalcAlk,MH-59,Japi,[13],69.03,15.57,2.56,2.3,0.02,0.83,3.3,3.85,3.14,0.45,0.13,0.65,0.1,99.63,,7.5,,2.7,34.1,,,,,,,,,249,,182,67,22,,31,,77,27,24,,,,,,,,,,14.69,24.71,,8.24,2.85,0.47,3.29,,3.6,,2.02,,2.15,0.34,62.36
EHKCalcAlk,MH-253B,Japi,[13],74.18,14.71,0.86,0.77,0.01,0.06,0.7,4.93,4.09,0.05,0.04,0.11,0.05,99.79,,3.6,,0,22.5,,,,,,,,,223.3,,759.3,220.2,,,10.3,,164.2,9.1,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,FFU421,Jardim do Serido,[2],77,13.6,1.33,1.2,0.09,<0.10,0.95,4.43,3.87,0.05,0.14,0.15,,101.61,,1.7,,,5,31.2,22.2,27,,,,,,278.4,,814.3,245.1,,,15.2,,185.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,MH-244,Japi,[13],67.28,16.81,2.83,2.55,0.03,1.16,4.02,3.56,3.16,0.46,0.14,0.43,0.06,99.94,,9,,3.5,43.6,,,,,,0.1,4,,221.6,0.6,958.1,223.6,17.6,0.5,19.2,10.8,434.7,42.1,56.2,1.2,,,,,,,,,214.4,388.8,40.67,124.6,17.9,1.65,9.22,1.55,7.68,1.31,3.56,0.55,2.82,0.48,815.19
EHKCalcAlk,ES-160,Serrinha,[9],67.35,15.44,4.98,4.48,0.09,1.28,3.22,3.63,3.34,0.51,0.16,0.53,,100.53,205,11,11,8,61,23,,,,,0.2,5.3,,230,0.3,584.3,154.2,17.9,1,20.3,9.4,340.4,38.3,41.4,1.6,,,,,,,,,168.3,317.4,31.82,100.3,14.6,1.21,8.59,1.34,7.16,1.24,3.59,0.53,3.17,0.48,659.73
EHKCalcAlk,MH-51,Japi,[13],68.87,15.82,2.6,2.34,0.02,0.83,3.34,3.74,3.47,0.4,0.12,0.58,0.03,99.82,,7.6,,0.1,39,,,,,,0.5,7.5,,258.4,0.9,630.1,180.4,18.4,1.4,22.2,7.8,270.1,29.7,68,4.1,,,,,,,,,141.5,266.6,25.77,80.5,11.8,1.03,6.59,1.15,5.48,0.98,2.76,0.45,2.48,0.4,547.49
EHKCalcAlk,MH-81B,Japi,[13],68.26,15.81,2.46,2.21,0.02,0.71,3.21,3.68,3.7,0.44,0.12,0.72,0.08,99.21,,6.1,,1.9,32.8,,,,,,,,,248,,672,158,15,,20,,158,17,31,,,,,,,,,,54.01,99.27,,32.91,5.64,0.84,4.17,,2.62,,1.3,,1.25,0.23,202.24
EHKCalcAlk,MH-252B,Japi,[13],73.6,14.95,0.95,0.85,0.01,0.31,1.95,3.8,3.89,0.1,0.06,0.19,0.06,99.87,,2.3,,0.1,20.4,,,,,,,,,172,,947,255,10,,13,,175,18,35,,,,,,,,,,62.07,115.56,,37.26,6.44,0.85,4.24,,3.06,,1.76,,1.61,0.15,233
EHKCalcAlk,TP-9,Taipu,[24],67.5,15.3,3.27,2.94,0.08,0.83,2.68,4.28,4.43,0.31,0.21,0.09,,98.98,,3.3,6,1.5,62,17,4.5,24,0.03,,,,,233,,505,143,13,,19,,109,17,42,,,,,,,,,,43.88,79.88,,28.31,5.28,0.57,3.79,,2.99,,1.67,,1.52,0.26,168.15
EHKCalcAlk,DI-5D,Dona Inês,[18],73.2,15.1,1.15,1.03,0.02,0.04,1.5,4.3,4.6,0,,,,99.91,,,,,,,,,,,,,,178,,908,247,20,,12,,164,12,35,,,,,,,,,,62.85,118.49,,37.09,6.27,0.79,3.54,,2.25,,1.11,,1.01,0.25,233.65
EHKCalcAlk,MG-10B,Monte das Gameleiras,[1],74.84,13.06,1.08,0.97,0.01,0.11,1.1,4.16,4.49,0.1,0.03,0.89,,99.87,,,,,,,,,,,,,,217,,488,120,5,,21,,110,20,39,,,,,,,,,,43.09,77.73,,28.58,5.54,0.67,4.1,,3.37,,1.98,,1.93,0.32,167.31
EHKCalcAlk,MH-253A,Japi,[13],68.88,15.94,2.46,2.21,0.02,0.64,2.95,3.71,4.03,0.49,0.15,0.3,0.06,99.63,,4.7,,2,35.3,,,,,,,,,153,,1526,473,20,,15,,312,10,15,,,,,,,,,,106.27,176.36,,54.22,7.92,1.55,4.58,,1.91,,0.92,,0.63,0.09,354.45
EHKCalcAlk,ED-83B,Angicos,[14],67.9,14.98,3.34,3.01,0.02,0.93,2.32,3.94,4.47,0.56,0.34,0.74,,99.54,,9,6,4,43,30,,87,,,,,,221,,1065,185,23,,28,,311,26,51,,,,,,,,,,165.47,285.64,,90.32,15.15,2.08,9.82,,4.73,,1.98,,1.5,0.22,576.91
EHKCalcAlk,P-318C,Prado,[11],76.61,12.93,1.01,0.91,0.03,0.08,0.8,4.11,4.69,0.1,0.01,,,100.37,,,,,,,,,,,,,,168,,1468,369,18,,12,,263,9,23,,,,,,,,,,100.03,171.98,,51.76,7.6,1.35,4.25,,1.71,,0.74,,0.5,0.07,339.99
EHKCalcAlk,DI-5A,Dona Inês,[18],73.3,14.2,1.17,1.05,0.01,0.05,1.5,4,4.6,0,,,,98.83,,,,,,,,,,,,,,183,,1456,310,18,,19,,330,14,51,,,,,,,,,,161.23,282,,81.98,11.73,1.66,6.63,,2.83,,1.2,,0.86,0.1,550.22
EHKCalcAlk,DI-7A,Dona Inês,[18],73.7,14.7,1.07,0.96,0.19,0.03,1.7,4,4.6,0.07,,,,100.06,,,,,,,,,,,,,,,,1027,233,,,,,90,30,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,DI-5E,Dona Inês,[18],75,14,1.03,0.93,0.02,0.03,1.1,3.9,4.5,0,,,,99.58,,,,,,,,,,,,,,,,285,94,,,,,111,20,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,D19A,Serra da Macambira,[25],72.3,13.8,2.23,2.01,0.03,0.4,1.52,3.9,4.6,0.33,0.1,0.5,,99.71,,2.5,80.5,4,18,0.8,7.8,,,,,,,,,851,183,,,,,235,18,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,FFU424,Jardim do Serido,[2],75.7,13.5,1.4,1.26,0.04,<0.10,0.84,3.89,4.6,0.06,0.03,0.23,,100.29,,2.2,,,5,1.3,33.6,15,,,,,,,,998,282,,,,,94,7.7,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,GA-09,Monte das Gameleiras,[10],69.81,14.91,2.33,2.1,0.04,0.3,2.3,4.01,4.79,0.4,0.12,0.49,,99.5,,,,,,,,,,,,,,,,1191,367,,,,,79,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,D02A,Serra da Macambira,[25],68.7,15.2,2.7,2.43,0.06,0.53,1.71,4.22,5.07,0.55,0.15,0.8,,99.69,,5,78.3,3,9,4.3,7.1,,,,,,,189.84,1,288.75,131.78,,,9.1,4.2,86.96,7.02,62.37,8.97,,,,,,,,,36.39,76.6,8.32,27.87,5.83,0.62,3.95,0.44,1.77,0.27,0.66,0.08,0.52,0.08,
EHKCalcAlk,DI-7B,Dona Inês,[18],73.7,14.4,1.64,1.48,0.03,0.08,2,3.7,4.5,0.1,,,,100.15,,,,,,,,,,,,,,167.5,0.77,1666.12,493.83,,,13.01,6.2,223.28,6.68,19.35,1.1,,,,,,,,,82.23,140.86,13.94,44.46,5.73,1.32,3.05,0.34,1.46,0.24,0.67,0.08,0.57,0.08,
EHKCalcAlk,FFU055,Jardim do Serido,[2],76.2,13.8,1.44,1.3,0.05,<0.10,0.9,3.88,4.72,0.06,<0.01,0.26,,101.31,,0.5,,,3,4.1,50.4,25,,,,,,172.07,0.55,1406.44,303.62,,,19.86,9.18,325.96,6.82,62,1.42,,,,,,,,,176.27,294.59,29.42,90.01,9.95,1.6,4.62,0.45,1.85,0.27,0.72,0.07,0.48,0.07,
EHKCalcAlk,MG-08,Monte das Gameleiras,[1],68.81,14.93,2.56,2.3,0.03,0.65,1.74,4.06,4.94,0.41,0.13,0.6,,98.86,,,,,,,,,,,,,,232.9,0.81,675.38,153.33,,,13.68,5.48,160.5,8.38,79.22,4.69,,,,,,,,,109.9,189.29,18.85,58.21,8.16,1.04,4.75,0.51,2.14,0.34,0.86,0.1,0.64,0.09,
EHKCalcAlk,MG-23,Monte das Gameleiras,[1],69.89,14.41,2.17,1.95,0.04,0.43,1.31,3.92,4.81,0.29,0.1,0.92,,98.29,,,,,,,,,,,,,,220.7,0.69,1036.98,224.08,,,17.84,6.76,225.4,6.24,36.47,1.4,,,,,,,,,103.83,179.59,17.38,52.52,6.18,1.01,3.46,0.36,1.52,0.24,0.64,0.07,0.49,0.07,
EHKCalcAlk,PAP02,Angicos,[17],69.47,15.22,2.4,2.16,0.03,0.68,1.85,3.83,4.7,0.41,0.16,0.4,,99.14,,,,,,,31.59,,,,,,,227.31,0.75,471.54,107.81,,,24.05,5.34,147.37,8.77,52.96,8.92,,,,,,,,,79.67,142.48,14.69,46.86,7.21,0.98,4.28,0.49,2.21,0.38,0.99,0.12,0.74,0.11,
EHKCalcAlk,MG-07B,Monte das Gameleiras,[1],68.04,15.6,2.67,2.4,0.04,0.73,1.74,4.1,5.06,0.43,0.14,0.55,,99.1,,,,,,,,,,,,,,171.14,0.74,1161.06,356.34,,,26.16,6.43,219.26,5.79,31.77,2.01,,,,,,,,,92.22,157.12,15.39,48.06,6.08,1.22,3.25,0.34,1.43,0.22,0.58,0.06,0.42,0.06,
EHKCalcAlk,MG-09,Monte das Gameleiras,[1],67.39,15.39,2.64,2.38,0.04,0.69,1.68,4.02,4.97,0.42,0.15,0.89,,98.28,,,,,,,,,,,,,,223.25,0.74,945.37,186.85,,,16.2,6.61,209,7.18,57.85,3.53,,,,,,,,,113.91,195.01,19.02,57.97,7.2,1.02,3.94,0.43,1.79,0.28,0.72,0.08,0.51,0.07,
EHKCalcAlk,TP-07B,Taipu,[24],70.6,14.9,2.66,2.39,0.05,0.46,1.75,3.75,4.66,0.35,0.1,0.29,,99.57,,3.2,3.9,1.9,43,1.5,6.8,61,<0.01,,,,,212.7,1.15,831.87,181.53,,,13.46,5.2,149.67,6.5,50.24,4.95,,,,,,,,,75.38,127.63,12.66,38.22,5.19,0.9,2.97,0.33,1.49,0.25,0.68,0.08,0.57,0.09,
EHKCalcAlk,DI-3C,Dona Inês,[18],75.5,13.7,1.17,1.05,0.02,0.05,1.1,3.7,4.6,0,,,,99.84,30,1,,,3,21,63,19,,,,,,188.74,0.85,1295.57,279.01,,,16.37,5.61,197.5,6.38,52.3,1.85,,,,,,,,,115.68,196.7,19.18,59.36,7.77,1.23,4.09,0.43,1.67,0.25,0.65,0.07,0.5,0.07,
EHKCalcAlk,P-318D,Prado,[11],74.07,13.7,1.87,1.68,0.02,0.35,1.29,3.8,4.76,0.3,0.08,,,100.24,,,,,,,,,,,,,,206.14,0.84,898.37,190.17,,,10.41,6.08,187.58,8.58,83.72,5,,,,,,,,,138.71,219.84,22.99,70.8,8.94,1.15,5.07,0.52,2.15,0.33,0.87,0.09,0.65,0.1,
EHKCalcAlk,MG-21,Monte das Gameleiras,[1],71.61,14.25,1.57,1.41,0.02,0.39,1.15,4.09,5.24,0.22,0.08,0.65,,99.27,,,,,,,,,,,,,,253,,875,110,21,,,,241,31,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,ED-83A,Angicos,[14],69.84,14.67,2.72,2.45,0.01,0.61,1.79,3.79,4.87,0.35,0.26,0.64,,99.55,,8,5,2,37,27,,69,,,,,,252,,1026,149,21,,,,306,32,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,LG-16,Serrinha,[9],70.5,15.6,2.5,2.25,0.03,0.92,2.3,3.5,4.5,0.28,0.08,0.22,,100.43,85,35,12,,27,15,84,41,,,,,,224,2,981,148,20,1,,7,254,31,39,4,,,,,,,,,143,219,,87,,1,,1,,,,,2,,453
EHKCalcAlk,GA-14,Monte das Gameleiras,[10],69.14,14.98,2.41,2.17,0.03,0.89,2.94,3.88,5,0.2,0.02,0.36,,99.85,,,,,,,,,,,,,,225,,1298,167,21,,,,338,34,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,DI-5B,Dona Inês,[18],73.8,14.8,1.17,1.05,0.01,0.05,1.3,3.8,5,0,,,,99.93,28,0,,,2,21,58,13,,,,,,284,,823,113,22,,,,266,32,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,RC-88,Barcelona,[4],70.9,14.7,2.8,2.52,0.04,0.75,2.1,3.4,4.5,0.38,0.13,0.64,,100.34,210,11,,,32,13,63,49,,,,,,254,,1136,134,20,,,,155,31,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,FFU054,Jardim do Serido,[2],74.3,14.4,1.38,1.24,0.03,<0.10,1.05,3.88,5.14,0.08,0.02,0.39,,100.67,,1.2,,,5,16.6,56.2,23,,,,,,269,3,692,80,20,1,,6,189,29,54,9,,,,,,,,,76,165,,58,,1,,2,,,,,3,,305
EHKCalcAlk,D14 (dique),Serra da Macambira,[25],76.3,13.1,0.57,0.51,0.03,0.01,0.78,3.64,4.84,0.02,0.01,0.5,,99.8,,1,118.4,1,9,0.9,7.9,,,,,,,277,,702,108,20,,,,188,35,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,A58,Serra do Caramuru,[16],70.03,14.27,3.3,2.97,0.06,0.94,1.76,3.68,4.9,0.43,0.15,0.3,,99.82,,,,4,,,,,,,,,,289,,794,121,21,,,,243,32,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,P-310B,Prado,[11],76.6,13.49,0.56,0.5,0.01,0.08,0.96,3.82,5.09,0.09,0.01,,,100.71,,,,,,,,,,,,,,268,,972,117,20,,,,170,35,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,TP-15,Taipu,[24],74.4,13.9,1.49,1.34,0.03,0.18,1.6,3.57,4.76,0.14,0.03,0.32,,100.42,,1.7,1.7,1.1,29,2,11.1,20,0.03,,,,,251,,894,117,19,,,,266,30,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,PAP07,Angicos,[17],70.54,14.71,2.15,1.93,0.02,0.54,1.58,3.7,4.98,0.34,0.1,0.36,,99.02,,,,,,,30.37,,,,,,,301,,790,54,20,,,,125,34,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,DI-3D,Dona Inês,[18],71.8,15.3,1.36,1.22,0.03,0.07,1.8,4,5.4,0.13,,,,99.89,,,,,,,,,,,,,,339,3,725,56,22,3,,4,117,34,29,34,,,,,,,,,25,59,,39,,,,1,,,,,8,1,133
EHKCalcAlk,FFU053,Jardim do Serido,[2],74.3,13.5,1.6,1.44,0.05,<0.10,0.98,3.56,4.86,0.09,0.01,0.18,,99.13,,1,,,5,4.6,42.9,32,,,,,,320,,646,73,20,,,,111,36,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,TP-30,Taipu,[24],72.73,14.32,1.61,1.45,0.03,0.26,1.28,3.64,4.98,0.18,0.05,0.6,,99.68,,2.1,201.5,3,11,0.6,7.2,60,<0.1,,,,,309,,823,51,20,,,,99,39,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,VC-599,Arruda Câmara,[19],75.65,13.15,1.3,1.17,0.04,0.03,0.9,3.56,4.94,0.06,0.01,0.4,,100.04,,3,0.6,2,0,4.8,14.6,20,,,,,,229,,806,108,17,,,,107,36,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,AP-08A,Angicos,[14],70.6,15,2.8,2.52,0.03,0.72,1.7,3.6,5,0.35,0.12,0.22,,100.14,11,,,,20,,77,60,,,,,,299,,865,102,19,,,,95,41,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,DI-13,Dona Inês,[18],71.2,15.3,2.97,2.67,0.03,0.2,2,3.5,4.9,0.22,,,,100.32,43,0,,,11,31,39,41,,,,,,240,,709,94,19,,,,208,26,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,VF-30D,Flores,[27],74.63,13.37,1.38,1.24,0.03,0.17,0.86,3.57,5,0.13,0.03,0.7,,99.87,,32,,,,,,,,,,,,253,,826,106,19,,,,130,29,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,MH-58B,Japi,[13],72.16,14.2,1.59,1.43,0.01,0.36,1.63,3.38,4.8,0.23,0.06,0.37,0.07,98.86,,3.1,,0.1,23.6,,,,,,,,,172,,667,82,16,,,,57,23,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,ED-79,Angicos,[14],69.62,14.31,3.02,2.72,0.01,0.56,1.91,3.45,4.91,0.38,0.26,1.22,,99.65,,9,< 5,4,31,24,,54,,,,,,83,,819,267,21,,15,,75,12,,,,,,,,,,,36.54,61.05,,30.93,2.5,0.5,1.62,,0.64,0.12,0.32,,0.22,0.04,134.49
EHKCalcAlk,GA-02,Monte das Gameleiras,[10],68.98,15.2,3.01,2.71,0.03,0.36,2.21,3.54,5.09,0.43,0.13,0.53,,99.51,,,,,,,,,,,,,,50,,1162,586,25,,18,,44,11,,,,,,,,,,,63.07,131.13,,30.38,4.73,0.81,1.31,,0.54,0.09,0.24,,0.29,0.09,232.68
EHKCalcAlk,TP-6,Taipu,[24],70.61,15.8,2.58,2.32,0.04,0.37,1.14,3.33,4.79,0.26,0.06,0.43,,99.41,,2.7,3.4,1.8,69,5.9,9.5,41,<0.01,,,,,191.6,,426,114.9,18.5,,22.58,,171.5,39.36,,,,,,,,,,,84.8,126.7,,69.9,13.9,0.9,12.21,,8.82,1.44,3.9,,3.8,0.53,326.9
EHKCalcAlk,DI-12,Dona Inês,[18],73,14.2,1.72,1.55,0.04,0.1,2,3.4,4.9,0.15,,,,99.51,,,,,,,,,,,,,,68.8,,1018,597.2,23.4,,13.35,,317,9.88,,,,,,,,,,,68.3,108.8,,37.7,5.9,1.05,3.88,,2.01,0.31,0.82,,0.5,0,229.27
EHKCalcAlk,TP-8,Taipu,[24],72.3,14.4,2.43,2.19,0.06,0.37,1.39,3.36,4.85,0.31,0.08,0.3,,99.85,,3.9,3.4,1.6,33,5.8,7.8,49,0.02,,,,,48.4,,1189,847.9,23.4,,7.94,,204.6,6.39,,,,,,,,,,,40.1,64.5,,24.9,3.6,0.79,3,,1.08,0.23,0.6,,0.4,0,139.2
EHKCalcAlk,DI-3A,Dona Inês,[18],72.3,14.2,2.74,2.47,0.06,0.2,1.4,3.6,5.2,0.04,,,,99.74,,,,,,,,,,,,,,233.6,,925,230.3,19.8,,16.73,,217.2,26.39,,,,,,,,,,,87.4,142,,48,8,0.78,6.37,,4.96,0.86,2.73,,2.7,0.31,304.11
EHKCalcAlk,TP-07A,Taipu,[24],73,14.1,1.95,1.75,0.04,0.23,1.29,3.44,4.97,0.19,0.04,0.55,,99.8,,3.3,2.5,1.2,46,4.7,12.2,41,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,SF-40,Flores,[27],74.12,13.15,1.55,1.39,0.03,0.14,0.92,3.42,4.96,0.16,0.02,1.2,,99.67,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,D47,Serra da Macambira,[25],73.6,13.9,1.31,1.18,0.05,0.21,0.97,3.64,5.29,0.14,0.04,0.6,,99.75,,1.8,95.9,3,<8,1.1,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,TP-13,Taipu,[24],73.2,14.3,2.47,2.22,0.05,0.29,1.4,3.56,5.18,0.22,0.07,0.43,,101.17,,2.6,3.4,2,56,2.5,9,50,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,A18E´,Serra do Caramuru,[16],74.65,13.28,1.26,1.13,0.02,0.25,1.23,3.37,4.91,0.18,0.06,0.6,,99.81,,,,1,,,,,,,,,,173,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHKCalcAlk,A2A,Serra do Caramuru,[16],64.55,15.14,5.15,4.63,0.06,0.9,2.31,3.72,5.46,0.88,0.28,1.1,,99.55,,,,9,,,,,,,,,,148,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
