Suite,Sample,Pluton,Author,SiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,Loi+,H2O,Total,Cr,Ni,Co,Sc,V,Cu,Pb,Zn,Cd,Sn,W,Mo,As,Rb,Cs,Ba,Sr,Ga,Ta,Nb,Hf,Zr,Y,Th,U,Be,Ag,Au,Bi,Cd,Hg,Sb,Se,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,ETR
EHKCalcAlk,G289-31,Picuí,[26],74.73,13.28,1.95,1.75,0.04,0.36,1.44,2.18,5.23,0.2,0.13,0.58,,100.12,,,2,,8,17,40,37,,,,,,253,,370,85,,3,29,7,209,36,30,,,,,,,,,,65.7,124.9,13.9,48.2,8.5,0.8,7.2,1.1,6.4,1.3,3.8,0.6,4.1,0.6,287.1
EHKCalcAlk,A4D (dique),Serra do Caramuru,[16],74.95,13.27,1.1,0.99,0.01,0.07,0.75,2.69,6.49,0.1,0.02,0.4,,99.85,,,,1,,,,,,,,,,231,,257,75,,2,27,5,137,34,25,,,,,,,,,,46,83.4,9.9,33.7,6.4,0.6,5.6,0.8,5,1,3,0.5,3.2,0.5,199.6
EHKCalcAlk,G277-31,Picuí,[26],74.22,12.5,2.53,2.28,0.07,0.29,1.62,2.11,5.76,0.27,0.19,0.61,,100.17,,,2,,7,19,54,111,,,,,,250.8,,238,63.2,,4,43,6,174,35,1,,,,,,,,,,50.4,100.5,11.6,39.1,7.8,0.7,6.5,1.1,6.6,1.4,4.3,0.7,5.2,0.8,236.7
EHKCalcAlk,G275-06,Picuí,[26],74.16,13.49,2.3,2.07,0.04,0.42,1.52,1.97,5.42,0.3,0.17,0.36,,100.15,,21,4,,25,58,45,55,,,,,,233,,220,78,,5,41,4,110,41,31,,,,,,,,,,37.4,71.7,8.7,31.8,6.4,0.6,6.6,1.1,7,1.4,4.5,0.7,5.5,0.9,184.3
EHKCalcAlk,AP-07C,Angicos,[14],71.8,14,2.9,2.61,0.06,0.66,1.2,2.2,6.2,0.28,0.08,0.62,,100,7.9,,,,15,,76,39,,,,,,194,,1143,237,,2,20,8,281,34,56,,,,,,,,,,144.7,253.5,26,82.6,12.6,1.3,9.6,1.3,6.9,1.3,3.4,0.5,3.2,0.4,547.3
EHKCalcAlk,G273-06,Picuí,[26],74.62,13,2.12,1.91,0.05,0.19,1.43,2.02,5.82,0.23,0.16,0.49,,100.13,,18,4,6,32,17,19,50,,,,,,228,,513,134,,2,21,2,67,24,14,,,,,,,,,,25.7,49.3,5.7,20.7,4.2,0.7,4.1,0.7,4.3,0.9,2.6,0.4,2.8,0.4,122.5
EHKCalcAlk,G276-06,Picuí,[26],74.32,12.64,2.52,2.27,0.06,0.66,1.81,1.83,5.43,0.28,0.18,0.43,,100.16,,8,2,,10,26,40,41,,,,,,192,,350,123,,7,50,3,62,76,72,,,,,,,,,,119,236.6,27.4,96.1,19.3,1.5,16.7,2.7,14.9,2.9,8.1,1.1,7.1,1,554.4
EHKCalcAlk,G272-06,Picuí,[26],74.38,13.43,2.18,1.96,0.05,0.27,1.56,1.73,5.76,0.22,0.15,0.39,,100.12,,18,3,,27,37,40,53,,,,,,243,,219,73,,5,43,5,123,47,33,,,,,,,,,,41.9,79,10,36.3,7.7,0.6,7.3,1.3,7.6,1.6,5.1,0.8,6,1,206.2
EHKCalcAlk,G274-06,Picuí,[26],74.38,13.21,2.56,2.3,0.06,0.37,1.57,1.3,5.79,0.29,0.17,0.48,,100.18,,23,4,,38,40,24,59,,,,,,243,,497,104,,3,31,5,135,63,28,,,,,,,,,,76.4,120.5,16.8,61.2,12.6,1,12.4,1.9,10.6,2.2,6,0.8,5.6,0.9,328.9
Alk,GN-101,Serra Negra do Norte,[3],66.22,14.76,3.71,3.34,0.1,1.37,1.48,4.37,6.08,0.62,0.59,,,99.3,21,,,2,94,119,,60,,,,,,290,,1437,495,,,53,,733,44,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,GN-091,Serra Negra do Norte,[3],67.31,15.34,2.86,2.57,0.1,1.26,1.48,4.45,5.88,0.41,0.3,,,99.39,25,,7,2,66,65,60,49,,,,,2,219,5,2178,901,46,2,42,13,570,38,20,4,,,,,,,,,38.85,61.92,,27.79,2.87,0.97,1.96,0.55,,,,0.38,0.38,0.23,135.9
Alk,GN-095,Serra Negra do Norte,[3],67.71,16.73,2.13,1.92,0.1,0.8,1.81,4.47,5.46,0.25,0.12,,,99.58,14,,4,5,39,,64,46,,,,,2,121,6,3211,1746,40,1,14,6,375,31,7,2,,,,,,,,,28.96,49.89,,23.97,2.87,0.95,1.96,0.39,,,,0.23,0.36,0.14,109.72
Alk,GN-100,Serra Negra do Norte,[3],67.86,15.99,2.17,1.95,0.1,1.14,1.49,4.49,5.82,0.27,0.22,,,99.55,20,,,6,43,,,37,,,,,,158,,2567,1202,,,11,,324,30,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,GN-098,Serra Negra do Norte,[3],67.9,15.06,2.94,2.65,0.1,1.15,1.43,4.29,5.85,0.42,0.28,,,99.42,25,,,7,43,11,54,76,,,,,,236,,1447,789,,,18,,312,32,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,GN-092,Serra Negra do Norte,[3],68.56,15.25,2.44,2.2,0.1,1.09,1.5,4.4,5.63,0.33,0.21,,,99.51,44,,,5,48,5,,50,,,,,,193,,2168,868,,,27,,404,39,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,GN-090,Serra Negra do Norte,[3],68.57,15.12,2.58,2.32,0.1,1.15,1.58,4.38,5.7,0.36,0.23,,,99.77,30,,,,50,21,61,49,,,,,,201,,2368,1005,,,27,,469,38,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,GN-109,Serra Negra do Norte,[3],68.65,14.98,2.01,1.81,0.11,1.41,1.63,4.44,5.43,0.21,0.37,,,99.24,56,,,5,37,9,,40,,,,,,177,,2245,959,,,15,,246,34,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,GN-097,Serra Negra do Norte,[3],69.28,14.68,3.04,2.74,0.11,1.48,2.08,4.53,5.78,0.25,0.11,,,101.34,12,,,7,27,111,,38,,,,,,121,,2598,1685,,,9,,317,29,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,GN-094,Serra Negra do Norte,[3],69.23,15.52,2.02,1.82,0.1,1.02,1.2,4.2,5.76,0.26,0.18,,,99.49,12,,,9,39,,,39,,,,,,179,,2127,1783,,,13,,320,33,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,GN-099,Serra Negra do Norte,[3],69.67,15.95,1.68,1.51,0.09,0.7,1.65,4.56,4.69,0.2,0.1,,,99.29,25,,,4,64,34,48,48,,,,,,105,,1965,1653,,,30,,505,35,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,GN-093,Serra Negra do Norte,[3],69.74,15.31,1.89,1.7,0.09,0.92,1.2,4.45,5.62,0.24,0.17,,,99.63,21,,,5,33,10,,33,,,,,,181,,1981,911,,,15,,296,32,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,GN-096,Serra Negra do Norte,[3],70.43,15.29,1.69,1.52,0.1,0.66,1.15,4.34,5.6,0.2,0.2,,,99.66,6,,,4,28,9,,40,,,,,,164,,1764,861,,,15,,269,31,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,GN-117,Serra Negra do Norte,[3],71.53,14.9,1.7,1.53,0.1,0.74,1.35,3.91,4.69,0.31,0.09,,,99.32,16,,4,8,34,,41,52,,,,,2,214,13,1179,367,44,1,11,6,246,32,14,3,,,,,,,,,24.96,48.93,,20.89,2.97,0.96,1.95,0.36,,,,0.18,0.35,0.11,101.66
Alk,MA-01,Caxexa,[22],72.12,14.81,0.97,0.87,0.03,0.09,0.55,5.57,4.63,0.06,0.01,0.12,0.06,99.02,212.7,4.5,0.9,0.1,24.8,8.1,,,,,,,,146.5,,2069.2,1002,,,5.4,,91.1,12.6,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-08               ,Caxexa,[22],71.49,15.01,1.09,0.98,0.03,0.08,0.7,5.39,4.84,0.07,0.03,0.43,0.04,99.2,177.6,3.5,1.7,0.8,24.6,7.6,,,,,,,,133.8,,2372.6,942.9,,,11.5,,123.2,10.6,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-08A,Caxexa,[22],70.84,15.2,1.05,0.94,0.02,0.05,0.74,5.8,5.02,0.04,0.03,0.68,0,99.47,149,3.4,0.88,0,18,2.3,,,,,,,,139.2,,2122,1008,18.6,0.78,11.17,4.07,120,9.38,6.8,2.96,,,,,,,,,9.62,16.71,1.87,6.63,1.28,0.78,1.14,0.21,1.23,0.28,0.74,0.14,1.02,0.17,41.8
Alk,MA-12A              ,Caxexa,[22],72.64,14.94,1.14,1.03,0.04,0.1,0.61,5.27,4.86,0.09,0.03,0.08,-0.25,99.55,189.2,3.8,0.7,0.4,25.9,7.3,,,,,,,,120.5,,2672,969.9,,,10,,122.2,14.1,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-18               ,Caxexa,[22],72.87,14.73,1.28,1.15,0.04,0.09,0.79,4.87,5.22,0.11,0.03,0.17,0.02,100.22,158.8,2.7,2.1,0.5,27.6,6.8,,,,,,,,110,,2675.6,1036,,,8.6,,139.6,11,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-21               ,Caxexa,[22],72.59,14.61,0.99,0.89,0.03,0.1,0.57,5.18,4.86,0.07,0.02,0.07,0.03,99.12,188.9,3,1.9,2.6,22.6,6.2,,,,,,,,135.9,,2091.2,918.7,,,9.9,,83.1,12.1,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-23A              ,Caxexa,[22],76.27,13.47,0.85,0.76,0.02,0.03,0.43,5.02,3.46,0.04,0.02,0.09,0.02,99.72,147.2,1.7,0.03,2.2,12.6,4.6,,,,,,,,148.7,,222.7,344.6,,,14.5,,152,12.9,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-112,Caxexa,[22],71.81,14.93,0.87,0.78,0.02,0.08,0.63,5.87,4.82,0.03,0,0.2,0,99.26,172,3.47,0.88,0,17.2,2.2,,,,,,,,156.6,,1971,1214,18.5,0.49,8.43,1.59,42.2,13,4.11,0.98,,,,,,,,,8.84,16.26,1.65,6.23,1.35,0.72,1.46,0.23,1.56,0.36,1.08,0.2,1.34,0.23,41.51
Alk,MA-102,Caxexa,[22],72.27,14.7,1.13,1.02,0.03,0.06,0.47,5.17,4.98,0.06,0.08,0.74,0,99.69,210,4.5,1.12,0,19.5,3.8,,,,,,,,143,,1684,677,18.2,0.7,23.8,4.11,138,13.6,9.84,3.67,,,,,,,,,21.2,32.9,3.07,9,1.69,0.89,1.52,0.26,1.81,0.46,1.31,0.24,1.67,0.25,76.26
Alk,MA-100,Caxexa,[22],73.02,15.01,0.88,0.79,0,0.03,0.16,5.47,4.74,0.05,0.08,0.55,0,99.99,18.8,0.8,0.37,0,32,2.2,,,,,,,,152,,1643,509,18.2,0.5,8.82,2.44,81.2,11.7,6.75,5.36,,,,,,,,,28.7,40.6,4.92,15.1,2.52,1.17,1.95,0.32,1.97,0.4,1.14,0.18,1.26,0.17,100.4
Alk,MA-99,Caxexa,[22],73.23,14.87,0.88,0.79,0,0.04,0.23,5.56,4.69,0.05,0.07,0.37,0,99.99,5.1,0.7,0.42,0,28,2.8,,,,,,,,148,,1760,626,16.9,0.52,8.58,2.63,93.5,9.05,9,1.15,,,,,,,,,11.2,19,1.98,6.58,1.26,0.86,1.28,0.19,1.3,0.27,0.75,0.14,0.95,0.14,45.89
Alk,MA-98,Caxexa,[22],72.6,15.22,0.9,0.81,0,0.02,0.38,5.55,4.69,0.06,0.07,0.56,0,100.05,1,0.4,0.31,0,33,1,,,,,,,,141,,1940,982,16.9,0.52,8.1,2.38,71.6,11.7,7.07,2.27,,,,,,,,,10.1,17.7,1.85,6.74,1.5,0.99,1.52,0.25,1.5,0.36,1.03,0.17,1.16,0.19,45.06
Alk,MA-66,Caxexa,[22],70.93,15.9,1.18,1.06,0.03,0.08,0.68,5.61,5.06,0.07,0.09,0.49,0,100.12,200,4.4,1.3,0,19.4,2.8,,,,,,,,134,,2144,1202,18.1,0.59,9.44,4.1,153,15.7,6.63,2.98,,,,,,,,,33.9,45.7,6.45,20.5,3.22,1.49,2.9,0.44,2.5,0.5,1.32,0.22,1.32,0.19,120.66
Alk,MA-18A,Caxexa,[22],71.71,14.74,1.32,1.19,0.03,0.05,0.78,4.96,5.18,0.1,0.03,0.16,0.04,99.1,183.3,2.3,3.1,0.3,29.1,7.6,,,,,,,,108.3,,2583.6,1025.1,0,0,9.1,0,139.9,10.2,0,0,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-249,Caxexa,[22],71.99,14.91,1.13,1.02,0.03,0.12,0.86,4.77,5.38,0.06,0.04,0.46,,99.75,,,,,,,,,,,,,,131,,,1015,,,8,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-01A,Caxexa,[22],71.73,15,0.86,0.77,0.02,0.09,0.57,5.77,4.75,0.05,0.02,0.33,,99.19,,,,,,,,,,,,,,138,,,1095,,,3,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-12B,Caxexa,[22],72.28,14.84,0.95,0.85,0.04,0.09,0.6,5.58,5.22,0.07,0.03,0.22,,99.92,,,,,,,,,,,,,,127,,,1001,,,11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-169,Caxexa,[22],73.2,13.9,1.77,1.59,0.03,0.26,1.1,3.84,5.39,0.16,0.07,0.07,,99.79,,,,,,,,,,,,,,163,,,165,,,14,,,19,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-248,Caxexa,[22],73.61,13.59,1.74,1.57,0.03,0.22,1.25,3.48,6.19,0.13,0.05,0.65,,100.94,,,,,,,,,,,,,,160,,,220,,,5,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-181A,Caxexa,[22],74.67,13.25,1.15,1.03,0.01,0.09,1.25,3.34,5.62,0.1,0.03,0.03,,99.54,,,,,,,,,,,,,,180,,,281,,,3,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MA-181B,Caxexa,[22],74.81,13.52,1.32,1.19,0.01,0.15,1.23,3.21,5.81,0.1,0.04,0.28,,100.48,,,,,,,,,,,,,,176,,,275,,,4,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,RN-03C              ,Serra do Boqueirão,[23],69.09,16.75,0.29,0.26,0,0,0.31,4.69,7.03,0.06,0.08,0,0.57,98.87,187.6,1.4,1.3,0,2.48,6.8,,,,,,,,164.3,,3825,1423,20.4,1.26,12.12,0.32,7.6,4,0.36,0.49,,,,,,,,,3.74,8.45,1.2,4.74,1.12,0.85,0.8,0.14,0.77,0.14,0.35,0.05,0.36,0.09,22.8
Alk,RN-07               ,Serra do Boqueirão,[23],70.92,15.63,0.49,0.44,0.04,0.12,0.36,4.82,5.72,0.07,0.03,0.15,0.26,98.61,202.8,3.5,1.4,0.3,28.4,6.5,,,,,,,,143.4,,2977.4,910,0,0,12.8,0,67.7,6.4,0,0,,,,,,,,,,,,,,,,,,,,,,,
Alk,RN-08               ,Serra do Boqueirão,[23],72.49,15.28,0.42,0.38,0,0,0.47,4.82,5.52,0.05,0.07,0,0.45,99.57,216.7,2.6,2.2,0,19.6,7.8,,,,,,,,138.4,,3287,1276,20.6,0.99,15.51,4.07,131,5.37,7.37,1.77,,,,,,,,,8.7,15.04,1.71,5.92,1.17,0.84,0.8,0.15,0.88,0.16,0.48,0.09,0.62,0.11,36.67
Alk,RN-09B              ,Serra do Boqueirão,[23],76.86,12.54,0.21,0.19,0.04,0.06,0.18,2.82,6.67,0.03,0.02,0.08,0.14,99.65,198.6,1.9,1.1,2.1,21.3,5.8,,,,,,,,169.2,,2590,586,0,0,5.5,0,13.2,9.5,0,0,,,,,,,,,,,,,,,,,,,,,,,
Alk,RN-40               ,Serra do Algodão,[23],71.95,14.72,0.75,0.67,0.02,0.09,0.67,4.6,5.56,0.04,0.04,,0.5,98.94,,,,,3.44,,,,,,,,,129.4,,2545,1217,19.1,1.19,15.53,3.15,117,5.33,2.95,1.28,,,,,,,,,11.74,19.95,2.12,6.78,1.12,0.81,1.01,0.14,0.85,0.16,0.5,0.08,0.54,0.09,45.89
Alk,RN-41               ,Serra do Algodão,[23],71.48,15.35,0.54,0.49,0.01,0.07,0.38,5.41,5.34,0.04,0.04,,0.49,99.15,,,,,1.18,,,,,,,,,98.8,,2732,1394,19.9,1.12,14.28,0.97,24.2,4.78,0.97,0.52,,,,,,,,,5.97,8.56,1.1,4.59,0.86,0.81,0.82,0.13,0.7,0.13,0.31,0.04,0.35,0.05,24.42
Alk,RN-42,Serra do Algodão,[23],70.61,14.95,0.99,0.89,0.01,0.05,0.32,3.92,7.3,0.06,0.13,,0.8,99.14,,,,,7.93,,,,,,,,,172.2,,4476,866,21.4,2.12,25.26,4.63,167,9.25,8.41,3.23,,,,,,,,,19.73,32.13,3.4,12.1,2.13,1.34,1.72,0.25,1.4,0.29,0.81,0.13,0.88,0.13,76.44
Alk,RN-43               ,Serra do Algodão,[23],72.73,14.76,1.11,1,0.05,0.1,0.17,5.08,5.22,0.07,0.03,0.1,0.15,99.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,RN-44E              ,Serra do Algodão,[23],68.94,15.16,1.71,1.54,0.08,0.42,1.22,2.91,8.43,0.19,0.08,0.05,0.33,99.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,RN-45A              ,Serra do Algodão,[23],71.71,14.98,0.86,0.77,0.02,0.02,0.46,5.49,5.38,0.05,0.05,,0.62,99.64,,,,,3.76,,,,,,,,,132.8,,2582,724,21.9,0.65,10.17,4.96,230,5.04,2.13,1.06,,,,,,,,,10.56,18.1,1.89,6.55,1.16,0.75,0.97,0.14,0.73,0.13,0.41,0.08,0.59,0.11,42.17
Alk,RN-46A,Serra do Algodão,[23],69.74,16.33,1.18,1.06,0.02,0.11,0.64,4.47,6.1,0.08,0.04,0.08,0.28,99.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,RN-06,Olho d´Água,[23],73.07,15.23,0.53,0.48,0,0.12,0.64,5.33,3.69,0.06,0.02,0.11,0.25,99.05,,,,0.3,35.4,,,,,,,,,27,,4594,1936.5,,,2.7,,201.9,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,RN-10,Olho d´Água,[23],72.38,14.82,0.92,0.83,0.02,0.16,0.26,5.02,5.28,0.07,0.02,0.14,0.2,99.29,,,,0.2,26,,,,,,,,,127,,3147,911.8,,,13.3,,37.3,5.2,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,RN-11,Olho d´Água,[23],72.72,14.92,0.89,0.8,0.02,0.04,0.26,5.38,5.29,0.06,0.06,,0.37,100.01,,,,,16.6,,,,,,,,,160.2,,2850,920,19.3,0.95,14.58,1.19,33.2,10.2,5.12,2.59,,,,,,,,,12.22,21.84,2.52,8.82,1.79,0.95,1.33,0.24,1.5,0.31,0.85,0.15,1.21,0.18,53.91
Alk,RN-16,Olho d´Água,[23],72.96,14.73,1,0.9,0.03,0.1,0.2,5.09,5.1,0.02,0.02,,0.27,99.52,,,,3.7,24.8,,,,,,,,,176.5,,2459,840,,,11.3,,45.9,13.9,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-12A,Japi,[13],73.28,14.75,1.01,0.91,0.03,0.11,0.62,4.76,4.9,0.08,0.02,0.18,0.05,99.79,,2.2,,0.6,23.4,,,,,,,,,91.7,,1888.4,1001.8,,0.5,7.8,,98.1,9.5,2.61,,,,,,,,,,4.7,8.73,0.97,4.07,0.94,0.56,0.93,0.17,1.07,0.22,0.64,0.12,0.77,0.13,24.02
Alk,MH-65A,Japi,[13],72.02,15.02,0.82,0.74,0.01,0.13,0.92,2.8,7.43,0.06,0.02,0.14,0.08,99.45,,2.5,,0.4,28.9,,,,,,,,,133.3,,3010.6,947.4,,,11.6,,119.8,10.5,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-65C,Japi,[13],74.37,14.1,1.09,0.98,0.03,0.2,0.71,4.85,4.23,0.08,0.03,0.16,0.07,99.92,,2.6,,0.7,24.7,,,,,,,,,129.3,,2412.2,916.9,,,8.5,,123.3,12.9,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-113,Japi,[13],72.08,15.08,1.09,0.98,0.01,0.01,0.68,4.04,5.86,0.06,0.02,0.2,0.06,99.19,,3.5,,0.6,27.6,,,,,,,,,96.8,,2334.2,1027.1,,0.31,6.7,,133,4.9,6.7,,,,,,,,,,5.72,10.48,1.07,4.19,0.76,0.65,0.8,0.13,0.75,0.14,0.36,0.07,0.48,0.58,26.18
Alk,MH-119,Japi,[13],69.13,14.28,2.4,2.16,0.04,0.6,1.44,3.86,6.76,0.2,0.05,0.53,0,99.29,,13.5,,,36.4,,,,,,,,,101.4,,2807,798,,0.5,7.31,,238,14.1,1.83,,,,,,,,,,22.5,45.78,5.28,18.67,3.36,1.47,2.58,0.4,2.42,0.45,1.28,0.2,1.36,0.2,105.95
Alk,MH-230,Japi,[13],72.07,15.14,0.85,0.76,0.01,0.21,1.51,3.05,6.1,0.06,0.03,0.29,0.05,99.37,,1.6,,0.2,27.2,,,,,,,,,122,,2979.7,973.5,,,1.9,,75.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-233,Japi,[13],70.54,15.88,1.52,1.37,0.03,0.28,1.32,4.8,4.47,0.13,0.06,0.18,0.06,99.27,,2,,0.6,29.7,,,,,,,,,77.6,,3121.1,1261.2,,,7.3,,131.3,8.7,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-234A,Japi,[13],72.3,14.63,1.55,1.39,0.04,0.29,1.24,4.24,5.3,0.15,0.05,0.16,0.07,100.02,,2.7,,3.6,31.7,,,,,,,,,93.2,,3116.8,1140.5,,,8,,108.8,14,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-234B,Japi,[13],71.13,16.11,1.09,0.98,0.02,0.16,1.1,5.67,3.94,0.08,0.04,0.16,0.05,99.55,,2.5,,,22.3,,,,,,,,,63.3,,2290.5,1258.4,,,6.1,,77.4,8,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-235A,Japi,[13],72.44,15.76,1.02,0.92,0.03,0.09,1.01,5.53,3.8,0.07,0.03,0.15,0.04,99.97,,1.7,,0.1,24.8,,,,,,,,,72.5,,2082.3,1070.2,,,5.7,,69.8,4.7,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-236,Japi,[13],73.43,15.06,1.16,1.04,0.03,0.08,0.98,4.97,4.35,0.09,0.03,0.13,0.16,100.47,,2.4,,0.3,25.2,,,,,,,,,77.3,,2231.4,1354,,,3.5,,85.5,8.4,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-238A,Japi,[13],71.67,15.88,1.03,0.93,0.02,0.08,1.16,5.39,4.19,0.08,0.04,0.22,0.05,99.81,,1.4,,1.7,23.2,,,,,,,,,59.4,,2713.8,1319.6,,,6.2,,75,6,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-238B,Japi,[13],72.11,15.19,1.12,1.01,0.03,0.12,0.79,4.44,5.69,0.09,0.05,0.14,0.03,99.8,,4,,,23.5,,,,,,,,,86.7,,2949.3,964.7,,,6.1,,118.1,103,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-238C,Japi,[13],76.77,13.01,1.34,1.21,0.03,0.23,1.06,4.32,3.71,0.11,0.05,0.15,0.04,100.82,,3,,2.7,25.4,,,,,,,,,62.1,,1999.6,1148.3,,,6.5,,103.8,9.5,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-238D,Japi,[13],72.53,15.38,0.92,0.83,0.02,0.09,0.91,5.05,4.27,0.08,0.05,0.16,0.03,99.49,,1.1,,1.5,21.3,,,,,,,,,66,,2583.6,1118.1,,,5.2,,87,6.6,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-249,Japi,[13],72.19,15.7,1.26,1.13,0.03,0.06,0.98,5.13,4.14,0.11,0.07,0.18,0.04,99.89,,3.4,,0.6,25.8,,,,,,,,,69.2,,1997.1,1167.7,,,6,,101.4,8.8,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-250,Japi,[13],69.49,15.79,2.06,1.85,0.05,0.48,1.28,4.51,5.85,0.2,0.1,0.17,0.05,100.03,,9.4,,4.9,38.1,,,,,,,,,88.7,,3372.3,1104.1,,,8.1,,131.9,15.4,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-270B,Japi,[13],73.43,15.14,0.88,0.79,0.02,0.08,0.77,4.79,4.46,0.06,0.04,0.14,0.05,99.86,,2.9,,0.4,23.1,,,,,,,,,60.7,,1820.4,1278.4,,,3.9,,65.3,4.8,,,,,,,,,,,,,,,,,,,,,,,,,
Alk,MH-271,Japi,[13],67.83,15.69,2.65,2.38,0.07,0.44,1.17,4.52,6.43,0.25,0.1,0.27,0.08,99.5,,13.7,,5.4,46.6,,,,,,,,,93.4,,4316.5,1100.4,,,8.6,,253.6,21.5,,,,,,,,,,,,,,,,,,,,,,,,,
ChAlk,U-02,Umarizal,[11],63.62,15.86,5.58,5.02,0.11,0.19,2.08,3.97,6.39,0.5,0.16,0.21,,98.67,,,,,,,,,,,,,,105,,1243,125,22,,29,,962,27,25,,,,,,,,,,45.61,92.31,,42.22,8.1,3.01,6.77,,4.86,,2.47,,2.47,0.5,208.32
ChAlk,U-334,Umarizal,[11],66.27,15.66,5.73,5.16,0.12,0.4,2.3,4.1,5.56,0.61,0.16,,,100.91,,,,,,,,,,,,,,99,,,242,,,26,,665,33,,,,,,,,,,,,,,,,,,,,,,,,,
ChAlk,U-142,Umarizal,[11],66.57,15.59,5.08,4.57,0.09,0.54,1.99,4.12,6.02,0.57,0.13,,,100.7,,,,,,,,,,,,,,134,,,211,,,30,,643,34,,,,,,,,,,,,,,,,,,,,,,,,,
ChAlk,U-01,Umarizal,[11],66.89,15.74,5.16,4.64,0.11,0.2,1.92,3.66,6.38,0.45,0.06,,,100.57,,,,,,,,,,,,,,124,,,152,,,24,,735,24,,,,,,,,,,,,,,,,,,,,,,,,,
ChAlk,U-118,Umarizal,[11],67.53,14.91,4.33,3.9,0.06,0.3,1.77,3.34,6.55,0.44,0.17,0.25,,99.65,,,,,,,,,,,,,,147,,820,177,20,,22,,606,27,164,,,,,,,,,,177.49,327.77,,134.89,15.18,2.35,11.39,,4.91,,2.4,,1.94,0.39,678.71
ChAlk,U-93,Umarizal,[11],68.59,14.46,3.4,3.06,0.06,0.17,1.45,3.49,6.12,0.32,0.13,0.63,,98.82,,,,,,,,,,,,,,125,,1152,142,18,,17,,491,22,84,,,,,,,,,,98.95,178.66,,82.21,10.59,2.11,8.09,,4.17,,2.08,,1.76,0.27,388.89
ChAlk,U-18,Umarizal,[11],69.21,14.3,4.14,3.73,0.07,,1.2,3.4,5.94,0.3,0.14,0.53,,99.23,,,,,,,,,,,,,,107,,1151,123,19,,25,,707,26,11,,,,,,,,,,76.02,156.35,,61.1,10.13,2.42,8.52,,5.1,,2.54,,2.29,0.4,324.87
ChAlk,U-54,Umarizal,[11],69.25,14.51,3.72,3.35,0.07,,1.27,3.54,6.33,0.3,0.12,0.29,,99.4,,,,,,,,,,,,,,121,,1016,107,22,,23,,598,27,13,,,,,,,,,,150.8,200.04,,72.22,11.46,2.4,8.72,,5.06,,2.49,,2.2,0.49,455.88
